ABMI.Site,Year,CSDNAME,CDNAME
673,"2,012",Clear Hills,Division No. 17
674,"2,012",Saddle Hills County,Division No. 19
675,"2,012",Saddle Hills County,Division No. 19
679,"2,014",Peace No. 135,Division No. 19
680,"2,014",Northern Sunrise County,Division No. 17
681,"2,014",Northern Sunrise County,Division No. 17
682,"2,013",Northern Sunrise County,Division No. 17
683,"2,013",Northern Sunrise County,Division No. 17
684,"2,013",Northern Sunrise County,Division No. 17
687,"2,003",Northern Sunrise County,Division No. 17
687,"2,004",Northern Sunrise County,Division No. 17
687,"2,005",Northern Sunrise County,Division No. 17
687,"2,006",Northern Sunrise County,Division No. 17
688,"2,008",Northern Sunrise County,Division No. 17
689,"2,008",Opportnity No. 17,Division No. 17
690,"2,003",Opportnity No. 17,Division No. 17
690,"2,008",Opportnity No. 17,Division No. 17
691,"2,013",Opportnity No. 17,Division No. 17
692,"2,013",Opportnity No. 17,Division No. 17
693,"2,006",Opportnity No. 17,Division No. 17
693,"2,013",Opportnity No. 17,Division No. 17
694,"2,013",Opportnity No. 17,Division No. 17
695,"2,013",Lac la Biche County,Division No. 12
696,"2,013",Lac la Biche County,Division No. 12
697,"2,005",Lac la Biche County,Division No. 12
697,"2,009",Lac la Biche County,Division No. 12
697,"2,016",Lac la Biche County,Division No. 12
698,"2,009",Lac la Biche County,Division No. 12
698,"2,016",Lac la Biche County,Division No. 12
699,"2,009",Lac la Biche County,Division No. 12
699,"2,016",Lac la Biche County,Division No. 12
700,"2,014",Lac la Biche County,Division No. 12
701,"2,003",Lac la Biche County,Division No. 12
701,"2,014",Lac la Biche County,Division No. 12
702,"2,003",Lac la Biche County,Division No. 12
702,"2,004",Lac la Biche County,Division No. 12
702,"2,005",Lac la Biche County,Division No. 12
702,"2,006",Lac la Biche County,Division No. 12
702,"2,014",Lac la Biche County,Division No. 12
704,"2,012",Saddle Hills County,Division No. 19
705,"2,012",Saddle Hills County,Division No. 19
706,"2,012",Saddle Hills County,Division No. 19
710,"2,004",Birch Hills County,Division No. 19
710,"2,014",Birch Hills County,Division No. 19
711,"2,014",Smoky River No. 130,Division No. 19
712,"2,014",Smoky River No. 130,Division No. 19
713,"2,013",Big Lakes County,Division No. 17
714,"2,013",Big Lakes County,Division No. 17
715,"2,013",Big Lakes County,Division No. 17
717,"2,003",Big Lakes County,Division No. 17
718,"2,003",Big Lakes County,Division No. 17
719,"2,008",Lesser Slave River No.124,Division No. 17
720,"2,003",Lesser Slave River No.124,Division No. 17
720,"2,004",Lesser Slave River No.124,Division No. 17
720,"2,005",Lesser Slave River No.124,Division No. 17
720,"2,006",Lesser Slave River No.124,Division No. 17
720,"2,008",Lesser Slave River No.124,Division No. 17
721,"2,003",Lesser Slave River No.124,Division No. 17
721,"2,008",Lesser Slave River No.124,Division No. 17
722,"2,013",Lesser Slave River No.124,Division No. 17
723,"2,003",Lesser Slave River No.124,Division No. 17
723,"2,013",Lesser Slave River No.124,Division No. 17
724,"2,006",Opportnity No. 17,Division No. 17
724,"2,013",Opportnity No. 17,Division No. 17
725,"2,004",Opportnity No. 17,Division No. 17
725,"2,013",Opportnity No. 17,Division No. 17
726,"2,013",Opportnity No. 17,Division No. 17
727,"2,013",Athabasca County,Division No. 13
728,"2,009",Lac la Biche County,Division No. 12
728,"2,016",Lac la Biche County,Division No. 12
729,"2,009",Lac la Biche County,Division No. 12
729,"2,016",Lac la Biche County,Division No. 12
730,"2,009",Lac la Biche County,Division No. 12
730,"2,016",Lac la Biche County,Division No. 12
735,"2,012",Saddle Hills County,Division No. 19
736,"2,012",Saddle Hills County,Division No. 19
737,"2,012",Saddle Hills County,Division No. 19
741,"2,014",Birch Hills County,Division No. 19
742,"2,014",Smoky River No. 130,Division No. 19
743,"2,014",Smoky River No. 130,Division No. 19
744,"2,013",Smoky River No. 130,Division No. 19
745,"2,013",Big Lakes County,Division No. 17
746,"2,013",Big Lakes County,Division No. 17
747,"2,006",Big Lakes County,Division No. 17
750,"2,008",Lesser Slave River No.124,Division No. 17
751,"2,008",Lesser Slave River No.124,Division No. 17
752,"2,003",Lesser Slave River No.124,Division No. 17
752,"2,008",Lesser Slave River No.124,Division No. 17
753,"2,003",Lesser Slave River No.124,Division No. 17
753,"2,004",Lesser Slave River No.124,Division No. 17
753,"2,005",Lesser Slave River No.124,Division No. 17
753,"2,006",Lesser Slave River No.124,Division No. 17
753,"2,013",Lesser Slave River No.124,Division No. 17
754,"2,013",Lesser Slave River No.124,Division No. 17
755,"2,013",Opportnity No. 17,Division No. 17
756,"2,013",Opportnity No. 17,Division No. 17
757,"2,004",Opportnity No. 17,Division No. 17
757,"2,013",Opportnity No. 17,Division No. 17
758,"2,013",Athabasca County,Division No. 13
759,"2,009",Lac la Biche County,Division No. 12
759,"2,016",Lac la Biche County,Division No. 12
760,"2,003",Lac la Biche County,Division No. 12
760,"2,009",Lac la Biche County,Division No. 12
760,"2,016",Lac la Biche County,Division No. 12
761,"2,003",Lac la Biche County,Division No. 12
761,"2,004",Lac la Biche County,Division No. 12
761,"2,005",Lac la Biche County,Division No. 12
761,"2,006",Lac la Biche County,Division No. 12
761,"2,009",Lac la Biche County,Division No. 12
761,"2,016",Lac la Biche County,Division No. 12
770,"2,013",Spirit River No. 133,Division No. 19
771,"2,013",Birch Hills County,Division No. 19
772,"2,013",Grande Prairie County No. 1,Division No. 19
774,"2,005",Smoky River No. 130,Division No. 19
776,"2,013",Smoky River No. 130,Division No. 19
777,"2,013",Big Lakes County,Division No. 17
778,"2,013",Big Lakes County,Division No. 17
782,"2,003",Lesser Slave River No.124,Division No. 17
785,"2,003",Lesser Slave River No.124,Division No. 17
785,"2,004",Lesser Slave River No.124,Division No. 17
785,"2,005",Lesser Slave River No.124,Division No. 17
785,"2,006",Lesser Slave River No.124,Division No. 17
785,"2,014",Lesser Slave River No.124,Division No. 17
786,"2,014",Lesser Slave River No.124,Division No. 17
787,"2,014",Opportnity No. 17,Division No. 17
788,"2,004",Opportnity No. 17,Division No. 17
789,"2,004",Opportnity No. 17,Division No. 17
790,"2,003",Athabasca County,Division No. 13
791,"2,003",Lac la Biche County,Division No. 12
791,"2,007",Lac la Biche County,Division No. 12
791,"2,015",Lac la Biche County,Division No. 12
792,"2,003",Lac la Biche County,Division No. 12
792,"2,004",Lac la Biche County,Division No. 12
792,"2,005",Lac la Biche County,Division No. 12
792,"2,006",Lac la Biche County,Division No. 12
792,"2,007",Lac la Biche County,Division No. 12
792,"2,015",Lac la Biche County,Division No. 12
793,"2,003",Lac la Biche County,Division No. 12
793,"2,007",Lac la Biche County,Division No. 12
793,"2,015",Lac la Biche County,Division No. 12
794,"2,004",Lac la Biche County,Division No. 12
794,"2,012",Lac la Biche County,Division No. 12
794,"2,015",Lac la Biche County,Division No. 12
799,"2,004",Grande Prairie County No. 1,Division No. 19
802,"2,013",Grande Prairie County No. 1,Division No. 19
803,"2,013",Grande Prairie County No. 1,Division No. 19
804,"2,013",Grande Prairie County No. 1,Division No. 19
805,"2,004",Greenview No. 16,Division No. 18
808,"2,013",Greenview No. 16,Division No. 18
809,"2,013",Big Lakes County,Division No. 17
810,"2,013",Big Lakes County,Division No. 17
816,"2,003",Lesser Slave River No.124,Division No. 17
817,"2,014",Lesser Slave River No.124,Division No. 17
818,"2,003",Lesser Slave River No.124,Division No. 17
818,"2,014",Lesser Slave River No.124,Division No. 17
819,"2,014",Lesser Slave River No.124,Division No. 17
822,"2,005",Athabasca County,Division No. 13
823,"2,007",Lac la Biche County,Division No. 12
823,"2,015",Lac la Biche County,Division No. 12
824,"2,007",Lac la Biche County,Division No. 12
824,"2,015",Lac la Biche County,Division No. 12
825,"2,003",Lac la Biche County,Division No. 12
825,"2,004",Lac la Biche County,Division No. 12
825,"2,005",Lac la Biche County,Division No. 12
825,"2,006",Lac la Biche County,Division No. 12
825,"2,007",Lac la Biche County,Division No. 12
825,"2,015",Lac la Biche County,Division No. 12
826,"2,012",Lac la Biche County,Division No. 12
826,"2,016",Lac la Biche County,Division No. 12
827,"2,012",Bonnyville No. 87,Division No. 12
827,"2,016",Bonnyville No. 87,Division No. 12
828,"2,005",Bonnyville No. 87,Division No. 12
828,"2,012",Bonnyville No. 87,Division No. 12
828,"2,016",Bonnyville No. 87,Division No. 12
829,"2,005",Bonnyville No. 87,Division No. 12
829,"2,012",Bonnyville No. 87,Division No. 12
830,"2,005",Bonnyville No. 87,Division No. 12
830,"2,013",Bonnyville No. 87,Division No. 12
834,"2,013",Grande Prairie County No. 1,Division No. 19
835,"2,013",Grande Prairie County No. 1,Division No. 19
836,"2,005",Grande Prairie County No. 1,Division No. 19
836,"2,013",Grande Prairie County No. 1,Division No. 19
838,"2,004",Greenview No. 16,Division No. 18
840,"2,013",Greenview No. 16,Division No. 18
841,"2,013",Big Lakes County,Division No. 17
842,"2,006",Big Lakes County,Division No. 17
842,"2,013",Big Lakes County,Division No. 17
846,"2,003",Big Lakes County,Division No. 17
848,"2,003",Lesser Slave River No.124,Division No. 17
849,"2,014",Lesser Slave River No.124,Division No. 17
850,"2,005",Lesser Slave River No.124,Division No. 17
850,"2,014",Lesser Slave River No.124,Division No. 17
851,"2,005",Athabasca County,Division No. 13
851,"2,014",Athabasca County,Division No. 13
853,"2,005",Athabasca County,Division No. 13
855,"2,007",Lac la Biche County,Division No. 12
855,"2,015",Lac la Biche County,Division No. 12
856,"2,007",Lac la Biche County,Division No. 12
856,"2,015",Lac la Biche County,Division No. 12
857,"2,004",Lac la Biche County,Division No. 12
857,"2,007",Lac la Biche County,Division No. 12
857,"2,015",Lac la Biche County,Division No. 12
858,"2,012",Lac la Biche County,Division No. 12
858,"2,016",Lac la Biche County,Division No. 12
859,"2,012",Bonnyville No. 87,Division No. 12
859,"2,016",Bonnyville No. 87,Division No. 12
860,"2,012",Bonnyville No. 87,Division No. 12
860,"2,016",Bonnyville No. 87,Division No. 12
861,"2,012",Bonnyville No. 87,Division No. 12
862,"2,013",Cold Lake,Division No. 12
863,"2,004",Grande Prairie County No. 1,Division No. 19
866,"2,008",Greenview No. 16,Division No. 18
867,"2,008",Grande Prairie County No. 1,Division No. 19
868,"2,004",Greenview No. 16,Division No. 18
868,"2,008",Greenview No. 16,Division No. 18
870,"2,006",Greenview No. 16,Division No. 18
875,"2,010",Big Lakes County,Division No. 17
876,"2,010",Big Lakes County,Division No. 17
877,"2,010",Big Lakes County,Division No. 17
878,"2,003",Big Lakes County,Division No. 17
881,"2,009",Lesser Slave River No.124,Division No. 17
882,"2,009",Lesser Slave River No.124,Division No. 17
883,"2,009",Athabasca County,Division No. 13
887,"2,014",Smoky Lake County,Division No. 12
888,"2,014",Smoky Lake County,Division No. 12
889,"2,006",Lac la Biche County,Division No. 12
889,"2,014",Lac la Biche County,Division No. 12
890,"2,010",Lac la Biche County,Division No. 12
890,"2,016",Lac la Biche County,Division No. 12
891,"2,010",Bonnyville No. 87,Division No. 12
892,"2,010",Bonnyville No. 87,Division No. 12
892,"2,016",Bonnyville No. 87,Division No. 12
893,"2,014",Bonnyville No. 87,Division No. 12
895,"2,014",Bonnyville No. 87,Division No. 12
896,"2,004",Grande Prairie County No. 1,Division No. 19
898,"2,004",Greenview No. 16,Division No. 18
899,"2,004",Greenview No. 16,Division No. 18
899,"2,008",Greenview No. 16,Division No. 18
900,"2,004",Greenview No. 16,Division No. 18
900,"2,008",Greenview No. 16,Division No. 18
901,"2,004",Greenview No. 16,Division No. 18
901,"2,008",Greenview No. 16,Division No. 18
904,"2,006",Greenview No. 16,Division No. 18
905,"2,006",Greenview No. 16,Division No. 18
908,"2,010",Greenview No. 16,Division No. 18
909,"2,010",Big Lakes County,Division No. 17
910,"2,010",Big Lakes County,Division No. 17
914,"2,009",Woodlands County,Division No. 13
915,"2,009",Westlock County,Division No. 13
916,"2,009",Athabasca County,Division No. 13
920,"2,005",Smoky Lake County,Division No. 12
920,"2,014",Smoky Lake County,Division No. 12
921,"2,014",Smoky Lake County,Division No. 12
922,"2,005",Smoky Lake County,Division No. 12
922,"2,014",Smoky Lake County,Division No. 12
923,"2,010",St. Paul County No. 19,Division No. 12
923,"2,016",St. Paul County No. 19,Division No. 12
924,"2,010",St. Paul County No. 19,Division No. 12
924,"2,016",St. Paul County No. 19,Division No. 12
925,"2,010",Bonnyville No. 87,Division No. 12
925,"2,016",Bonnyville No. 87,Division No. 12
926,"2,014",Bonnyville No. 87,Division No. 12
927,"2,014",Bonnyville No. 87,Division No. 12
928,"2,014",Bonnyville No. 87,Division No. 12
932,"2,008",Greenview No. 16,Division No. 18
933,"2,004",Greenview No. 16,Division No. 18
933,"2,008",Greenview No. 16,Division No. 18
934,"2,004",Greenview No. 16,Division No. 18
934,"2,008",Greenview No. 16,Division No. 18
939,"2,006",Greenview No. 16,Division No. 18
940,"2,006",Greenview No. 16,Division No. 18
941,"2,010",Greenview No. 16,Division No. 18
942,"2,010",Big Lakes County,Division No. 17
943,"2,010",Woodlands County,Division No. 13
947,"2,009",Barrhead County No. 11,Division No. 13
948,"2,009",Westlock County,Division No. 13
949,"2,009",Westlock County,Division No. 13
953,"2,014",Smoky Lake County,Division No. 12
954,"2,014",Smoky Lake County,Division No. 12
955,"2,014",Smoky Lake County,Division No. 12
956,"2,011",Saddle Lake 125,Division No. 12
956,"2,016",Saddle Lake 125,Division No. 12
957,"2,010",St. Paul County No. 19,Division No. 12
957,"2,016",St. Paul County No. 19,Division No. 12
958,"2,011",St. Paul County No. 19,Division No. 12
958,"2,016",St. Paul County No. 19,Division No. 12
959,"2,014",St. Paul County No. 19,Division No. 12
960,"2,014",Puskiakiwenin 122,Division No. 12
961,"2,014",Vermilion River County,Division No. 10
962,"2,011",Greenview No. 16,Division No. 18
963,"2,011",Greenview No. 16,Division No. 18
964,"2,011",Greenview No. 16,Division No. 18
968,"2,011",Greenview No. 16,Division No. 18
969,"2,011",Greenview No. 16,Division No. 18
970,"2,011",Greenview No. 16,Division No. 18
972,"2,006",Greenview No. 16,Division No. 18
974,"2,008",Greenview No. 16,Division No. 18
975,"2,008",Woodlands County,Division No. 13
976,"2,008",Woodlands County,Division No. 13
983,"2,011",Westlock County,Division No. 13
984,"2,011",Thorhild County,Division No. 13
985,"2,011",Thorhild County,Division No. 13
989,"2,011",Two Hills County No. 21,Division No. 10
989,"2,015",Two Hills County No. 21,Division No. 10
990,"2,011",St. Paul County No. 19,Division No. 12
990,"2,015",St. Paul County No. 19,Division No. 12
991,"2,011",St. Paul County No. 19,Division No. 12
991,"2,015",St. Paul County No. 19,Division No. 12
992,"2,014",St. Paul County No. 19,Division No. 12
993,"2,014",Vermilion River County,Division No. 10
994,"2,014",Vermilion River County,Division No. 10
995,"2,011",Greenview No. 16,Division No. 18
996,"2,011",Greenview No. 16,Division No. 18
997,"2,011",Greenview No. 16,Division No. 18
1001,"2,011",Greenview No. 16,Division No. 18
1002,"2,011",Greenview No. 16,Division No. 18
1003,"2,011",Greenview No. 16,Division No. 18
1007,"2,008",Woodlands County,Division No. 13
1008,"2,008",Woodlands County,Division No. 13
1009,"2,008",Woodlands County,Division No. 13
1016,"2,011",Sturgeon County,Division No. 11
1017,"2,011",Sturgeon County,Division No. 11
1018,"2,011",Strathcona County,Division No. 11
1022,"2,011",Two Hills County No. 21,Division No. 10
1022,"2,015",Two Hills County No. 21,Division No. 10
1023,"2,011",Two Hills County No. 21,Division No. 10
1023,"2,015",Two Hills County No. 21,Division No. 10
1024,"2,011",Two Hills County No. 21,Division No. 10
1024,"2,015",Two Hills County No. 21,Division No. 10
1029,"2,011",Greenview No. 16,Division No. 18
1030,"2,011",Greenview No. 16,Division No. 18
1031,"2,011",Greenview No. 16,Division No. 18
1035,"2,010",Greenview No. 16,Division No. 18
1036,"2,010",Greenview No. 16,Division No. 18
1037,"2,010",Greenview No. 16,Division No. 18
1041,"2,008",Woodlands County,Division No. 13
1042,"2,008",Yellowhead County,Division No. 14
1043,"2,008",Woodlands County,Division No. 13
1050,"2,011",Sturgeon County,Division No. 11
1051,"2,011",Edmonton,Division No. 11
1052,"2,011",Strathcona County,Division No. 11
1056,"2,011",Minburn County No. 27,Division No. 10
1056,"2,015",Minburn County No. 27,Division No. 10
1057,"2,011",Minburn County No. 27,Division No. 10
1057,"2,015",Minburn County No. 27,Division No. 10
1058,"2,011",Minburn County No. 27,Division No. 10
1058,"2,015",Minburn County No. 27,Division No. 10
1068,"2,007",Greenview No. 16,Division No. 18
1069,"2,007",Yellowhead County,Division No. 14
1070,"2,007",Yellowhead County,Division No. 14
1071,"2,011",Yellowhead County,Division No. 14
1072,"2,011",Yellowhead County,Division No. 14
1073,"2,011",Yellowhead County,Division No. 14
1077,"2,013",Yellowhead County,Division No. 14
1078,"2,013",Yellowhead County,Division No. 14
1079,"2,013",Parkland County,Division No. 11
1083,"2,008",Edmonton,Division No. 11
1084,"2,009",Edmonton,Division No. 11
1085,"2,008",Strathcona County,Division No. 11
1092,"2,011",Minburn County No. 27,Division No. 10
1093,"2,011",Vermilion River County,Division No. 10
1094,"2,011",Vermilion River County,Division No. 10
1101,"2,007",Yellowhead County,Division No. 14
1102,"2,007",Yellowhead County,Division No. 14
1103,"2,007",Yellowhead County,Division No. 14
1104,"2,011",Yellowhead County,Division No. 14
1105,"2,011",Yellowhead County,Division No. 14
1106,"2,011",Yellowhead County,Division No. 14
1110,"2,013",Yellowhead County,Division No. 14
1111,"2,013",Yellowhead County,Division No. 14
1112,"2,013",Parkland County,Division No. 11
1116,"2,008",Parkland County,Division No. 11
1117,"2,008",Beaumont,Division No. 11
1118,"2,007",Leduc County,Division No. 11
1125,"2,011",Wainwright No. 61,Division No.  7
1126,"2,011",Wainwright No. 61,Division No.  7
1127,"2,011",Wainwright No. 61,Division No.  7
1133,"2,007",Improvement District No. 25 Willmore Wilderness,Division No. 14
1134,"2,007",Yellowhead County,Division No. 14
1135,"2,007",Yellowhead County,Division No. 14
1136,"2,011",Yellowhead County,Division No. 14
1137,"2,011",Yellowhead County,Division No. 14
1138,"2,011",Yellowhead County,Division No. 14
1142,"2,010",Yellowhead County,Division No. 14
1143,"2,013",Brazeau County,Division No. 11
1144,"2,013",Brazeau County,Division No. 11
1148,"2,008",Leduc County,Division No. 11
1149,"2,007",Leduc County,Division No. 11
1150,"2,007",Camrose County,Division No. 10
1150,"2,015",Camrose County,Division No. 10
1157,"2,011",Wainwright No. 61,Division No.  7
1158,"2,011",Wainwright No. 61,Division No.  7
1159,"2,011",Wainwright No. 61,Division No.  7
1169,"2,010",Yellowhead County,Division No. 14
1170,"2,010",Yellowhead County,Division No. 14
1171,"2,010",Yellowhead County,Division No. 14
1175,"2,010",Yellowhead County,Division No. 14
1176,"2,010",Brazeau County,Division No. 11
1177,"2,010",Brazeau County,Division No. 11
1178,"2,014",Brazeau County,Division No. 11
1179,"2,014",Brazeau County,Division No. 11
1180,"2,014",Leduc County,Division No. 11
1184,"2,011",Camrose County,Division No. 10
1185,"2,011",Camrose County,Division No. 10
1186,"2,011",Camrose County,Division No. 10
1190,"2,008",Flagstaff County,Division No.  7
1190,"2,015",Flagstaff County,Division No.  7
1191,"2,008",Wainwright No. 61,Division No.  7
1191,"2,015",Wainwright No. 61,Division No.  7
1192,"2,008",Wainwright No. 61,Division No.  7
1193,"2,014",Wainwright No. 61,Division No.  7
1194,"2,014",Wainwright No. 61,Division No.  7
1201,"2,010",Yellowhead County,Division No. 14
1202,"2,010",Yellowhead County,Division No. 14
1203,"2,010",Yellowhead County,Division No. 14
1207,"2,010",Yellowhead County,Division No. 14
1208,"2,010",Brazeau County,Division No. 11
1209,"2,010",Clearwater County,Division No.  9
1216,"2,011",Camrose County,Division No. 10
1217,"2,011",Camrose County,Division No. 10
1218,"2,011",Camrose County,Division No. 10
1222,"2,008",Provost No. 52,Division No.  7
1222,"2,015",Provost No. 52,Division No.  7
1223,"2,008",Provost No. 52,Division No.  7
1223,"2,015",Provost No. 52,Division No.  7
1224,"2,008",Provost No. 52,Division No.  7
1224,"2,015",Provost No. 52,Division No.  7
1225,"2,014",Provost No. 52,Division No.  7
1226,"2,014",Provost No. 52,Division No.  7
1231,"2,011",Yellowhead County,Division No. 14
1232,"2,011",Yellowhead County,Division No. 14
1233,"2,011",Yellowhead County,Division No. 14
1237,"2,010",Clearwater County,Division No.  9
1238,"2,011",O'Chiese 203,Division No.  9
1239,"2,010",Clearwater County,Division No.  9
1246,"2,011",Lacombe County,Division No.  8
1247,"2,011",Camrose County,Division No. 10
1248,"2,011",Stettler County No. 6,Division No.  7
1252,"2,007",Paintearth County No. 18,Division No.  7
1252,"2,015",Paintearth County No. 18,Division No.  7
1253,"2,007",Provost No. 52,Division No.  7
1253,"2,015",Provost No. 52,Division No.  7
1254,"2,007",Provost No. 52,Division No.  7
1254,"2,015",Provost No. 52,Division No.  7
1255,"2,014",Provost No. 52,Division No.  7
1256,"2,014",Provost No. 52,Division No.  7
1260,"2,011",Improvement District No. 12 Jasper Park,Division No. 15
1261,"2,011",Improvement District No. 12 Jasper Park,Division No. 15
1262,"2,011",Yellowhead County,Division No. 14
1269,"2,014",Clearwater County,Division No.  9
1270,"2,014",Clearwater County,Division No.  9
1271,"2,014",Lacombe County,Division No.  8
1275,"2,011",Lacombe County,Division No.  8
1275,"2,015",Lacombe County,Division No.  8
1276,"2,011",Stettler County No. 6,Division No.  7
1276,"2,015",Stettler County No. 6,Division No.  7
1277,"2,009",Stettler County No. 6,Division No.  7
1277,"2,015",Stettler County No. 6,Division No.  7
1278,"2,013",Stettler County No. 6,Division No.  7
1279,"2,013",Paintearth County No. 18,Division No.  7
1280,"2,013",Paintearth County No. 18,Division No.  7
1281,"2,013",Paintearth County No. 18,Division No.  7
1282,"2,013",Special Area No. 4,Division No.  4
1283,"2,013",Special Area No. 4,Division No.  4
1284,"2,013",Special Area No. 4,Division No.  4
1284,"2,016",Special Area No. 4,Division No.  4
1285,"2,013",Special Area No. 4,Division No.  4
1285,"2,016",Special Area No. 4,Division No.  4
1297,"2,014",Clearwater County,Division No.  9
1298,"2,014",Clearwater County,Division No.  9
1299,"2,014",Lacombe County,Division No.  8
1303,"2,009",Red Deer County,Division No.  8
1303,"2,015",Red Deer County,Division No.  8
1304,"2,011",Stettler County No. 6,Division No.  7
1304,"2,015",Stettler County No. 6,Division No.  7
1305,"2,009",Stettler County No. 6,Division No.  7
1305,"2,015",Stettler County No. 6,Division No.  7
1306,"2,013",Stettler County No. 6,Division No.  7
1307,"2,013",Paintearth County No. 18,Division No.  7
1308,"2,013",Paintearth County No. 18,Division No.  7
1309,"2,013",Paintearth County No. 18,Division No.  7
1310,"2,013",Special Area No. 4,Division No.  4
1311,"2,013",Special Area No. 4,Division No.  4
1312,"2,013",Special Area No. 4,Division No.  4
1312,"2,016",Special Area No. 4,Division No.  4
1313,"2,013",Special Area No. 4,Division No.  4
1313,"2,016",Special Area No. 4,Division No.  4
1314,"2,013",Special Area No. 4,Division No.  4
1314,"2,016",Special Area No. 4,Division No.  4
1326,"2,014",Clearwater County,Division No.  9
1327,"2,014",Clearwater County,Division No.  9
1328,"2,014",Clearwater County,Division No.  9
1332,"2,011",Red Deer County,Division No.  8
1332,"2,015",Red Deer County,Division No.  8
1333,"2,011",Red Deer County,Division No.  8
1333,"2,015",Red Deer County,Division No.  8
1334,"2,011",Stettler County No. 6,Division No.  7
1334,"2,015",Stettler County No. 6,Division No.  7
1335,"2,013",Stettler County No. 6,Division No.  7
1336,"2,013",Stettler County No. 6,Division No.  7
1337,"2,013",Special Area No. 2,Division No.  4
1338,"2,013",Special Area No. 2,Division No.  4
1339,"2,013",Special Area No. 4,Division No.  4
1340,"2,013",Special Area No. 4,Division No.  4
1341,"2,013",Special Area No. 3,Division No.  4
1341,"2,016",Special Area No. 3,Division No.  4
1342,"2,013",Special Area No. 3,Division No.  4
1342,"2,016",Special Area No. 3,Division No.  4
1343,"2,013",Special Area No. 3,Division No.  4
1343,"2,016",Special Area No. 3,Division No.  4
1353,"2,008",Clearwater County,Division No.  9
1354,"2,008",Clearwater County,Division No.  9
1355,"2,008",Red Deer County,Division No.  8
1356,"2,013",Red Deer County,Division No.  8
1357,"2,013",Red Deer County,Division No.  8
1358,"2,013",Kneehill County,Division No.  5
1359,"2,013",Kneehill County,Division No.  5
1360,"2,013",Starland County,Division No.  5
1361,"2,014",Starland County,Division No.  5
1362,"2,012",Starland County,Division No.  5
1362,"2,016",Starland County,Division No.  5
1363,"2,012",Special Area No. 2,Division No.  4
1363,"2,016",Special Area No. 2,Division No.  4
1364,"2,012",Special Area No. 2,Division No.  4
1364,"2,016",Special Area No. 2,Division No.  4
1365,"2,014",Special Area No. 2,Division No.  4
1366,"2,014",Special Area No. 3,Division No.  4
1367,"2,014",Special Area No. 3,Division No.  4
1368,"2,012",Special Area No. 3,Division No.  4
1368,"2,015",Special Area No. 3,Division No.  4
1369,"2,012",Special Area No. 3,Division No.  4
1369,"2,015",Special Area No. 3,Division No.  4
1370,"2,012",Special Area No. 3,Division No.  4
1370,"2,015",Special Area No. 3,Division No.  4
1378,"2,008",Clearwater County,Division No.  9
1379,"2,008",Mountain View County,Division No.  6
1380,"2,008",Mountain View County,Division No.  6
1381,"2,013",Mountain View County,Division No.  6
1382,"2,013",Mountain View County,Division No.  6
1383,"2,013",Kneehill County,Division No.  5
1384,"2,014",Kneehill County,Division No.  5
1385,"2,013",Kneehill County,Division No.  5
1386,"2,014",Morrin,Division No.  5
1387,"2,012",Starland County,Division No.  5
1387,"2,016",Starland County,Division No.  5
1388,"2,012",Special Area No. 2,Division No.  4
1389,"2,012",Special Area No. 2,Division No.  4
1389,"2,016",Special Area No. 2,Division No.  4
1390,"2,014",Special Area No. 2,Division No.  4
1391,"2,014",Special Area No. 2,Division No.  4
1392,"2,014",Special Area No. 3,Division No.  4
1393,"2,012",Special Area No. 3,Division No.  4
1393,"2,015",Special Area No. 3,Division No.  4
1394,"2,012",Special Area No. 3,Division No.  4
1394,"2,015",Special Area No. 3,Division No.  4
1395,"2,012",Special Area No. 3,Division No.  4
1395,"2,015",Special Area No. 3,Division No.  4
1402,"2,008",Clearwater County,Division No.  9
1403,"2,008",Bighorn No. 8,Division No. 15
1404,"2,008",Mountain View County,Division No.  6
1405,"2,013",Mountain View County,Division No.  6
1406,"2,013",Mountain View County,Division No.  6
1407,"2,013",Mountain View County,Division No.  6
1408,"2,013",Kneehill County,Division No.  5
1409,"2,013",Kneehill County,Division No.  5
1410,"2,013",Drumheller,Division No.  5
1411,"2,012",Starland County,Division No.  5
1411,"2,016",Starland County,Division No.  5
1412,"2,012",Special Area No. 2,Division No.  4
1412,"2,016",Special Area No. 2,Division No.  4
1413,"2,012",Special Area No. 2,Division No.  4
1413,"2,016",Special Area No. 2,Division No.  4
1414,"2,014",Special Area No. 2,Division No.  4
1415,"2,014",Special Area No. 2,Division No.  4
1416,"2,014",Special Area No. 3,Division No.  4
1417,"2,012",Special Area No. 3,Division No.  4
1417,"2,015",Special Area No. 3,Division No.  4
1418,"2,012",Special Area No. 3,Division No.  4
1418,"2,015",Special Area No. 3,Division No.  4
1419,"2,012",Acadia No. 34,Division No.  4
1419,"2,015",Acadia No. 34,Division No.  4
1420,"2,013",Acadia No. 34,Division No.  4
1428,"2,010",Mountain View County,Division No.  6
1428,"2,016",Mountain View County,Division No.  6
1429,"2,010",Rocky View County,Division No.  6
1429,"2,016",Rocky View County,Division No.  6
1430,"2,010",Rocky View County,Division No.  6
1430,"2,016",Rocky View County,Division No.  6
1431,"2,014",Rocky View County,Division No.  6
1432,"2,014",Wheatland County,Division No.  5
1433,"2,014",Wheatland County,Division No.  5
1434,"2,008",Wheatland County,Division No.  5
1434,"2,015",Wheatland County,Division No.  5
1435,"2,008",Wheatland County,Division No.  5
1435,"2,015",Wheatland County,Division No.  5
